,RosterID,No.,Acronym,Name,Position,GamesPlayed,GamesStarted,Weight,Height,College,BirthDate,Years,Age,AV
52,crd97,97,crd,Jordan Phillips,DT,9,8.0,341.0,6-6,Oklahoma,9/21/1992,6,29.0,3.0
53,crd05,5,crd,Matt Prater,K,17,0.0,201.0,5-10,Central Florida,8/10/1984,14,37.0,2.0
54,crd67,67,crd,Justin Pugh,OG,14,13.0,311.0,6-5,Syracuse,8/15/1990,8,31.0,7.0
55,crd09,9,crd,Isaiah Simmons,LB,17,17.0,238.0,6-4,Clemson,7/26/1998,1,23.0,7.0
56,crd72,72,crd,Eric Smith,OG,1,0.0,308.0,6-4,Virginia,9/2/1995,3,26.0,0.0
57,crd15,15,crd,Chris Streveler,QB,2,0.0,216.0,6-1,"Minnesota,South Dakota",1/6/1995,1,26.0,0.0
58,crd22,22,crd,Deionte Thompson,S,17,0.0,195.0,6-1,Alabama,2/11/1997,2,24.0,1.0
59,crd34,34,crd,Jalen Thompson,FS,17,12.0,190.0,5-11,Washington St.,7/18/1998,2,23.0,5.0
60,crd43,43,crd,Ross Travis,TE,3,0.0,248.0,6-6,Penn St.,1/9/1993,5,28.0,0.0
61,crd47,47,crd,Zeke Turner,S,5,0.0,214.0,6-2,Washington,6/9/1996,3,25.0,0.0
62,crd51,51,crd,Tanner Vallejo,ILB,10,2.0,230.0,6-1,Boise St.,12/16/1994,4,27.0,1.0
63,crd59,59,crd,Joe Walker,ILB,12,0.0,236.0,6-2,Oregon,12/11/1992,4,29.0,1.0
64,crd29,29,crd,Jonathan Ward,RB,13,0.0,202.0,6-0,Central Michigan,9/30/1997,1,24.0,1.0
65,crd28,28,crd,Charles Washington,DB,7,0.0,192.0,5-10,Fresno St.,3/10/1993,4,28.0,0.0
66,crd99,99,crd,J.J. Watt,DE,7,7.0,288.0,6-5,"Central Michigan,Wisconsin",3/22/1989,10,32.0,3.0
67,crd41,41,crd,David Wells,TE,3,1.0,260.0,6-6,San Diego St.,5/2/1995,Rook,26.0,0.0
68,crd84,84,crd,Antoine Wesley,WR,15,4.0,206.0,6-4,Texas Tech,10/22/1997,Rook,24.0,2.0
69,crd35,35,crd,Tahir Whitehead,OLB,3,0.0,241.0,6-2,Temple,4/2/1990,9,31.0,0.0
70,crd39,39,crd,Jace Whittaker,CB,2,0.0,185.0,5-11,Arizona,7/16/1995,1,26.0,0.0
71,crd38,38,crd,James Wiggins,S,3,0.0,205.0,6-0,Cincinnati,4/26/1997,Rook,24.0,0.0
72,crd87,87,crd,Maxx Williams,TE,5,5.0,252.0,6-4,Minnesota,4/12/1994,6,27.0,2.0
73,crd20,20,crd,Marco Wilson,CB,14,13.0,187.0,5-11,Florida,3/3/1999,Rook,22.0,5.0
74,crd16,16,crd,Ryan Winslow,P,1,0.0,217.0,6-5,Pittsburgh,4/30/1994,2,27.0,0.0
75,crd65,65,crd,Brian Winters,OG,2,0.0,320.0,6-4,Kent St.,7/16/1991,8,30.0,0.0
0,sdg76,76,sdg,Oday Aboushi,OT,5,5.0,308.0,6-5,Virginia,6/5/1991,8,30.0,2.0
1,sdg24,24,sdg,Nasir Adderley,S,15,15.0,206.0,6-0,Delaware,5/31/1997,2,24.0,4.0
2,sdg13,13,sdg,Keenan Allen,WR,16,16.0,211.0,6-2,California,4/27/1992,8,29.0,11.0
3,sdg82,82,sdg,Stephen Anderson,TE,17,4.0,230.0,6-3,California,1/30/1993,5,28.0,2.0
4,sdg83,83,sdg,Michael Bandy,WR,1,0.0,190.0,5-10,San Diego,12/5/1997,Rook,24.0,0.0
5,sdg90,90,sdg,Eric Banks,DT,3,0.0,270.0,6-5,Texas-San Antonio,1/30/1998,Rook,23.0,0.0
6,sdg39,39,sdg,Essang Bassey,DB,1,0.0,190.0,5-10,Wake Forest,8/12/1998,1,23.0,0.0
7,sdg97,97,sdg,Joey Bosa,DE,16,16.0,280.0,6-5,Ohio St.,7/11/1995,5,26.0,9.0
8,sdg34,34,sdg,Darius Bradwell,RB,2,0.0,230.0,6-1,Tulane,5/15/1997,1,24.0,0.0
9,sdg90,90,sdg,Andrew Brown,DE,2,0.0,290.0,6-3,Virginia,12/30/1995,3,26.0,0.0
10,sdg75,75,sdg,Bryan Bulaga,T,1,1.0,314.0,6-5,Iowa,3/21/1989,11,32.0,1.0
11,sdg20,20,sdg,Tevaughn Campbell,DB,16,7.0,200.0,6-0,Regina,6/14/1993,1,28.0,2.0
12,sdg50,50,sdg,Cole Christiansen,LB,3,0.0,225.0,6-2,Army,7/30/1997,1,24.0,0.0
13,sdg87,87,sdg,Jared Cook,TE,16,10.0,246.0,6-5,South Carolina,4/7/1987,12,34.0,5.0
14,sdg03,3,sdg,K.J. Costello,QB,1,0.0,225.0,6-5,"Stanford,Mississippi St.",6/7/1997,Rook,24.0,0.0
15,sdg95,95,sdg,Christian Covington,DT,16,3.0,289.0,6-2,Rice,10/16/1993,6,28.0,2.0
16,sdg04,4,sdg,Chase Daniel,QB,1,0.0,218.0,6-0,Missouri,10/7/1986,12,35.0,0.0
17,sdg43,43,sdg,Michael Davis,,14,14.0,196.0,6-2,BYU,1/6/1995,4,26.0,4.0
18,sdg46,46,sdg,Ben DeLuca,DB,3,0.0,202.0,6-1,Charlotte,4/9/1998,Rook,23.0,0.0
19,sdg51,51,sdg,Emeke Egbule,LB,3,0.0,245.0,6-2,Houston,10/13/1996,2,25.0,0.0
20,sdg30,30,sdg,Austin Ekeler,RB,16,16.0,200.0,5-10,Western St. (CO),5/17/1995,4,26.0,12.0
21,sdg52,52,sdg,Kyler Fackrell,OLB,13,1.0,245.0,6-5,Utah St.,11/25/1991,5,30.0,1.0
22,sdg96,96,sdg,Breiden Fehoko,NT,8,1.0,295.0,6-2,LSU,10/15/1996,1,25.0,1.0
23,sdg71,71,sdg,Matt Feiler,T,16,16.0,330.0,6-6,Bloomsburg,7/7/1992,7,29.0,7.0
24,sdg80,80,sdg,Maurice Ffrench,WR,3,0.0,200.0,5-11,Pittsburgh,1/1/1998,Rook,23.0,0.0
25,sdg92,92,sdg,Joe Gaziano,DE,14,1.0,280.0,6-4,Northwestern,9/27/1996,1,25.0,1.0
26,sdg32,32,sdg,Alohi Gilman,S,11,3.0,201.0,5-10,"Navy,Notre Dame",9/17/1997,1,24.0,1.0
27,sdg15,15,sdg,Jalen Guyton,WR,16,2.0,212.0,6-1,North Texas,6/7/1997,2,24.0,4.0
28,sdg37,37,sdg,Kemon Hall,CB,16,0.0,190.0,5-11,North Texas,6/2/1997,Rook,24.0,1.0
29,sdg25,25,sdg,Chris Harris Jr.,CB,14,11.0,199.0,5-10,Kansas,6/18/1989,10,32.0,3.0
30,sdg28,28,sdg,Davontae Harris,CB,5,1.0,200.0,5-11,Illinois St.,1/21/1995,3,26.0,0.0
31,sdg10,10,sdg,Justin Herbert,QB,17,17.0,237.0,6-6,Oregon,3/10/1998,1,23.0,18.0
32,sdg84,84,sdg,K.J. Hill,WR,6,0.0,196.0,6-0,Ohio St.,9/15/1997,1,24.0,0.0
33,sdg06,6,sdg,Dustin Hopkins,K,11,0.0,205.0,6-2,Florida St.,10/1/1990,8,31.0,3.0
34,sdg22,22,sdg,Justin Jackson,RB,14,2.0,200.0,6-0,Northwestern,4/22/1996,3,25.0,4.0
35,sdg64,64,sdg,Brenden Jaimes,OL,11,0.0,298.0,6-5,Nebraska,5/28/1999,Rook,22.0,1.0
36,sdg03,3,sdg,Derwin James,SS,15,15.0,215.0,6-2,Florida St.,8/3/1996,3,25.0,5.0
37,sdg93,93,sdg,Justin Jones,DT,11,11.0,309.0,6-3,North Carolina St.,8/28/1996,3,25.0,5.0
38,sdg98,98,sdg,Linval Joseph,DT,14,12.0,329.0,6-4,East Carolina,10/10/1988,11,33.0,4.0
39,sdg47,47,sdg,Hunter Kampmoyer,,1,0.0,245.0,6-4,Oregon,2/6/1998,Rook,23.0,0.0
40,sdg68,68,sdg,Senio Kelemete,T,9,2.0,301.0,6-3,Washington,5/10/1990,9,31.0,2.0
41,sdg27,27,sdg,Joshua Kelley,RB,10,0.0,212.0,5-11,"UC Davis,UCLA",11/20/1997,1,24.0,1.0
42,sdg63,63,sdg,Corey Linsley,C,16,16.0,301.0,6-3,Ohio St.,7/27/1991,7,30.0,12.0
43,sdg01,1,sdg,Ty Long,P,17,0.0,205.0,6-2,Ala-Birmingham,4/6/1993,2,28.0,1.0
44,sdg36,36,sdg,Trey Marshall,S,14,1.0,207.0,6-0,Florida St.,2/13/1996,3,25.0,1.0
45,sdg88,88,sdg,Tre' McKitty,TE,11,4.0,246.0,6-4,Georgia,1/12/1999,Rook,22.0,0.0
46,sdg91,91,sdg,Forrest Merrill,DL,4,0.0,338.0,6-1,Arkansas St.,8/15/1996,Rook,25.0,0.0
47,sdg11,11,sdg,Jason Moore,WR,2,1.0,215.0,6-3,Findlay,6/23/1995,2,26.0,1.0
48,sdg09,9,sdg,Kenneth Murray,LB,11,6.0,241.0,6-2,Oklahoma,11/16/1998,1,23.0,2.0
49,sdg40,40,sdg,Gabe Nabers,RB,10,1.0,235.0,6-3,Florida St.,11/5/1997,1,24.0,0.0
50,sdg31,31,sdg,Nick Niemann,LB,17,0.0,244.0,6-3,Iowa,12/2/1997,Rook,24.0,1.0
51,sdg74,74,sdg,Storm Norton,OT,17,15.0,317.0,6-7,Toledo,5/16/1994,3,27.0,8.0
52,sdg42,42,sdg,Uchenna Nwosu,OLB,17,15.0,251.0,6-2,USC,12/28/1996,3,25.0,6.0
53,sdg57,57,sdg,Amen Ogbongbemiga,LB,15,2.0,231.0,6-0,Oklahoma St.,9/4/1998,Rook,23.0,2.0
54,sdg54,54,sdg,Matt Overton,LS,17,0.0,254.0,6-1,Western Washington,7/6/1985,9,36.0,1.0
55,sdg05,5,sdg,Josh Palmer,WR,17,5.0,210.0,6-1,Tennessee,9/22/1998,Rook,23.0,3.0
56,sdg89,89,sdg,Donald Parham,TE,14,9.0,237.0,6-8,Stetson,8/16/1997,1,24.0,2.0
57,sdg79,79,sdg,Trey Pipkins,OT,12,2.0,307.0,6-6,Sioux Falls,9/5/1996,2,25.0,2.0
58,sdg61,61,sdg,Scott Quessenberry,C,16,1.0,310.0,6-3,UCLA,3/23/1995,3,26.0,2.0
59,sdg07,7,sdg,Andre Roberts,WR,10,0.0,195.0,5-11,The Citadel,1/9/1988,11,33.0,1.0
60,sdg35,35,sdg,Larry Rountree,RB,12,0.0,211.0,5-10,Missouri,2/13/1999,Rook,22.0,1.0
61,sdg94,94,sdg,Chris Rumph,OLB,16,0.0,244.0,6-2,Duke,10/19/1998,Rook,23.0,1.0
62,sdg26,26,sdg,Asante Samuel Jr.,CB,12,12.0,180.0,5-10,Florida St.,10/3/1999,Rook,22.0,3.0
63,sdg72,72,sdg,Michael Schofield,OT,15,12.0,301.0,6-6,Michigan,11/15/1990,7,31.0,7.0
64,sdg70,70,sdg,Rashawn Slater,T,16,16.0,315.0,6-3,Northwestern,3/26/1999,Rook,22.0,14.0
65,sdg23,23,sdg,Ryan Smith,CB,4,1.0,190.0,5-11,North Carolina Central,9/7/1993,5,28.0,0.0
66,sdg38,38,sdg,Kiondre Thomas,CB,4,0.0,186.0,6-0,Kansas St.,2/7/1998,Rook,23.0,0.0
67,sdg99,99,sdg,Jerry Tillery,DL,16,15.0,295.0,6-6,Notre Dame,10/8/1996,2,25.0,6.0
68,sdg49,49,sdg,Drue Tranquill,LB,14,7.0,234.0,6-2,Notre Dame,8/15/1995,2,26.0,3.0
69,sdg16,16,sdg,Tristan Vizcaino,K,6,0.0,205.0,6-2,Washington,7/31/1996,1,25.0,0.0
70,sdg29,29,sdg,Mark Webb,S,7,0.0,207.0,6-1,Georgia,9/10/1998,Rook,23.0,0.0
71,sdg44,44,sdg,Kyzir White,S,17,17.0,216.0,6-2,West Virginia,3/24/1996,3,25.0,7.0
72,sdg81,81,sdg,Mike Williams,WR,16,14.0,218.0,6-4,Clemson,10/4/1994,4,27.0,11.0
0,kan73,73,kan,Nick Allegretti,G,17,0.0,315.0,6-4,Illinois,4/21/1996,2,25.0,1.0
1,kan39,39,kan,Zayne Anderson,DB,4,0.0,205.0,6-2,BYU,1/3/1997,Rook,24.0,0.0
2,kan30,30,kan,Deandre Baker,CB,8,1.0,186.0,5-11,Georgia,9/4/1997,2,24.0,1.0
3,kan81,81,kan,Blake Bell,TE,16,5.0,260.0,6-6,Oklahoma,8/7/1991,6,30.0,1.0
4,kan66,66,kan,Austin Blythe,C,4,0.0,280.0,6-2,Iowa,6/16/1992,5,29.0,0.0
5,kan54,54,kan,Nick Bolton,LB,16,12.0,237.0,6-0,Missouri,3/10/2000,Rook,21.0,6.0
6,kan02,2,kan,Dicaprio Bootle,CB,3,0.0,195.0,5-10,Nebraska,9/17/1997,Rook,24.0,0.0
7,kan79,79,kan,Cortez Broughton,DL,1,0.0,293.0,6-2,Cincinnati,9/2/1996,2,25.0,0.0
8,kan57,57,kan,Orlando Brown Jr.,OT,16,16.0,363.0,6-8,Oklahoma,5/2/1996,3,25.0,13.0
9,kan45,45,kan,Michael Burton,FB,16,0.0,243.0,6-0,Rutgers,2/1/1992,6,29.0,0.0
10,kan07,7,kan,Harrison Butker,K,16,0.0,196.0,6-4,Georgia Tech,7/14/1995,4,26.0,4.0
11,kan55,55,kan,Frank Clark,DE,14,14.0,261.0,6-3,Michigan,6/14/1993,6,28.0,9.0
12,kan51,51,kan,Michael Danna,DE,17,6.0,255.0,6-2,"Central Michigan,Michigan",12/4/1997,1,24.0,3.0
13,kan60,60,kan,Austin Edwards,DE,2,0.0,280.0,6-5,Ferris St.,8/27/1997,1,24.0,0.0
14,kan25,25,kan,Clyde Edwards-Helaire,RB,10,10.0,209.0,5-8,LSU,4/11/1999,1,22.0,5.0
15,kan27,27,kan,Rashad Fenton,CB,14,8.0,188.0,5-11,South Carolina,2/17/1997,2,24.0,3.0
16,kan88,88,kan,Joe Fortson,WR,6,0.0,230.0,6-6,Valdosta St.,12/7/1995,Rook,26.0,0.0
17,kan82,82,kan,Daurice Fountain,WR,2,0.0,210.0,6-2,Northern Iowa,12/22/1995,3,26.0,0.0
19,kan50,50,kan,Willie Gay Jr.,LB,12,11.0,235.0,6-2,Mississippi St.,2/15/1998,1,23.0,5.0
20,kan19,19,kan,Josh Gordon,WR,12,7.0,225.0,6-3,"Utah,Baylor",4/13/1991,9,30.0,0.0
21,kan40,40,kan,Derrick Gore,RB,11,0.0,212.0,5-10,"Alabama,La-Monroe",12/13/1994,Rook,27.0,3.0
22,kan83,83,kan,Noah Gray,TE,16,1.0,240.0,6-4,Duke,4/30/1999,Rook,22.0,0.0
23,kan48,48,kan,Nakia Griffin-Stewart,TE,2,0.0,260.0,6-5,Pittsburgh,11/12/1996,Rook,25.0,0.0
24,kan17,17,kan,Mecole Hardman,WR,17,8.0,187.0,5-10,Georgia,3/12/1998,2,23.0,7.0
25,kan47,47,kan,Darius Harris,LB,7,0.0,238.0,6-2,Middle Tenn. St.,1/17/1996,1,25.0,0.0
26,kan96,96,kan,Demone Harris,DE,2,0.0,272.0,6-4,Buffalo,12/30/1995,3,26.0,0.0
27,kan04,4,kan,Chad Henne,QB,4,0.0,215.0,6-3,Michigan,7/2/1985,13,36.0,0.0
28,kan10,10,kan,Tyreek Hill,WR,17,16.0,185.0,5-10,West Alabama,3/1/1994,5,27.0,12.0
29,kan53,53,kan,Anthony Hitchens,OLB,15,15.0,231.0,6-0,Iowa,6/10/1992,7,29.0,6.0
30,kan21,21,kan,Mike Hughes,CB,17,5.0,186.0,5-10,"North Carolina,Central Florida",2/11/1997,3,24.0,3.0
31,kan52,52,kan,Creed Humphrey,OL,17,17.0,309.0,6-5,Oklahoma,6/28/1999,Rook,22.0,9.0
32,kan24,24,kan,Melvin Ingram,DE,9,6.0,247.0,6-2,South Carolina,4/26/1989,9,32.0,3.0
33,kan20,20,kan,Josh Jackson,CB,2,0.0,196.0,6-0,Iowa,4/3/1996,3,25.0,0.0
34,kan95,95,kan,Chris Jones,DT,14,14.0,298.0,6-6,Mississippi St.,7/3/1994,5,27.0,12.0
35,kan59,59,kan,Joshua Kaindoh,DE,3,0.0,262.0,6-5,Florida St.,12/27/1998,Rook,23.0,0.0
36,kan87,87,kan,Travis Kelce,TE,16,16.0,256.0,6-5,Cincinnati,10/5/1989,8,32.0,11.0
37,kan85,85,kan,Marcus Kemp,WR,16,0.0,208.0,6-4,Hawaii,8/14/1995,4,26.0,0.0
38,kan26,26,kan,Chris Lammons,DB,12,0.0,182.0,5-10,South Carolina,1/31/1996,2,25.0,1.0
39,kan15,15,kan,Patrick Mahomes,QB,17,17.0,227.0,6-3,Texas Tech,9/17/1995,4,26.0,18.0
40,kan32,32,kan,Tyrann Mathieu,CB,16,16.0,190.0,5-9,LSU,5/13/1992,8,29.0,8.0
41,kan01,1,kan,Jerick McKinnon,RB,13,0.0,201.0,5-9,Georgia Southern,5/3/1992,7,29.0,1.0
42,kan67,67,kan,Lucas Niang,T,12,9.0,339.0,6-6,TCU,8/18/1998,Rook,23.0,6.0
43,kan56,56,kan,Ben Niemann,RILB,17,5.0,233.0,6-2,Iowa,7/27/1995,3,26.0,3.0
44,kan91,91,kan,Derrick Nnadi,DT,17,10.0,317.0,6-1,Florida St.,5/9/1996,3,25.0,5.0
45,kan44,44,kan,Dorian O'Daniel,OLB,17,0.0,217.0,6-1,Clemson,9/4/1994,3,27.0,1.0
46,kan97,97,kan,Alex Okafor,DE,17,0.0,261.0,6-4,Texas,2/8/1991,8,30.0,1.0
47,kan13,13,kan,Byron Pringle,WR,17,5.0,201.0,6-1,Kansas St.,11/17/1993,3,28.0,5.0
48,kan90,90,kan,Jarran Reed,DT,17,17.0,313.0,6-3,"East Mississippi CC,Alabama",12/16/1992,5,29.0,7.0
49,kan75,75,kan,Mike Remmers,T,4,2.0,301.0,6-5,Oregon St.,4/11/1989,9,32.0,1.0
50,kan11,11,kan,Demarcus Robinson,WR,17,10.0,202.0,6-1,Florida,9/21/1994,5,27.0,2.0
52,kan99,99,kan,Khalen Saunders,DT,7,0.0,324.0,6-0,Western Illinois,8/9/1996,2,25.0,0.0
53,kan65,65,kan,Trey Smith,OL,17,17.0,329.0,6-5,Tennessee,6/16/1999,Rook,22.0,10.0
54,kan38,38,kan,L'Jarius Sneed,S,15,15.0,189.0,6-0,Louisiana Tech,1/21/1997,1,24.0,5.0
55,kan49,49,kan,Daniel Sorensen,S,17,7.0,200.0,6-2,BYU,3/5/1990,7,31.0,3.0
56,kan22,22,kan,Juan Thornhill,S,17,12.0,203.0,6-0,Virginia,10/19/1995,2,26.0,4.0
57,kan62,62,kan,Joe Thuney,OG,17,17.0,304.0,6-5,North Carolina St.,11/18/1992,5,29.0,9.0
58,kan05,5,kan,Johnny Townsend,P,1,0.0,205.0,6-1,Florida,2/14/1995,3,26.0,0.0
59,kan05,5,kan,Tommy Townsend,P,16,0.0,194.0,6-1,Florida,11/12/1996,1,25.0,2.0
60,kan70,70,kan,Prince Tega Wanogho,OL,2,0.0,308.0,6-5,Auburn,11/22/1997,1,24.0,0.0
61,kan35,35,kan,Charvarius Ward,DB,13,12.0,195.0,6-1,Middle Tenn. St.,5/16/1996,3,25.0,4.0
62,kan23,23,kan,Armani Watts,FS,16,0.0,205.0,5-11,Texas A&M,3/19/1996,3,25.0,1.0
63,kan98,98,kan,Tershawn Wharton,DE,17,1.0,278.0,6-4,Missouri S&T,6/25/1998,1,23.0,2.0
64,kan31,31,kan,Darrel Williams,RB,17,7.0,219.0,5-11,LSU,4/15/1995,3,26.0,8.0
65,kan41,41,kan,James Winchester,LS,17,0.0,242.0,6-3,Oklahoma,8/6/1989,6,32.0,1.0
66,kan77,77,kan,Andrew Wylie,T,13,7.0,310.0,6-6,East. Michigan,8/19/1994,3,27.0,5.0
0,clt49,49,clt,Matthew Adams,LB,17,0.0,229.0,6-0,Houston,12/12/1995,3,26.0,1.0
1,clt41,41,clt,Jahleel Addae,S,9,1.0,195.0,5-10,Central Michigan,1/24/1990,8,31.0,1.0
2,clt81,81,clt,Mo Alie-Cox,TE,17,7.0,267.0,6-5,Virginia Commonwealth,9/19/1993,3,28.0,3.0
3,clt06,6,clt,Michael Badgley,K,12,0.0,183.0,5-10,Miami (FL),7/28/1995,3,26.0,3.0
4,clt52,52,clt,Ben Banogu,EDGE,9,0.0,252.0,6-3,TCU,1/19/1996,2,25.0,1.0
5,clt32,32,clt,Julian Blackmon,S,6,6.0,187.0,6-0,Utah,8/24/1998,1,23.0,2.0
6,clt03,3,clt,Rodrigo Blankenship,K,5,0.0,184.0,6-1,Georgia,1/29/1997,1,24.0,0.0
7,clt99,99,clt,DeForest Buckner,DT,17,16.0,295.0,6-7,Oregon,3/17/1994,5,27.0,9.0
8,clt36,36,clt,Ibraheim Campbell,SS,2,0.0,210.0,5-11,Northwestern,5/13/1992,6,29.0,0.0
9,clt01,1,clt,Parris Campbell,WR,6,3.0,208.0,6-0,Ohio St.,7/16/1997,2,24.0,2.0
10,clt38,38,clt,T.J. Carrie,CB,11,1.0,204.0,6-0,Ohio,7/28/1990,7,31.0,1.0
11,clt47,47,clt,Anthony Chesley,DB,9,0.0,190.0,6-0,Coastal Carolina,5/31/1996,1,25.0,1.0
12,clt92,92,clt,Kameron Cline,DT,1,0.0,270.0,6-4,South Dakota,2/19/1998,1,23.0,0.0
13,clt15,15,clt,Keke Coutee,WR,2,0.0,180.0,5-11,Texas Tech,1/14/1997,3,24.0,0.0
14,clt73,73,clt,Julie'n Davenport,OT,9,4.0,315.0,6-7,Bucknell,1/9/1995,4,26.0,3.0
15,clt74,74,clt,Khalil Davis,DL,1,0.0,308.0,6-1,Nebraska,8/22/1996,1,25.0,0.0
16,clt29,29,clt,Sean Davis,FS,1,0.0,202.0,6-1,Maryland,10/23/1993,5,28.0,0.0
17,clt84,84,clt,Jack Doyle,TE,17,14.0,262.0,6-6,Western Kentucky,5/5/1990,8,31.0,3.0
18,clt16,16,clt,Ashton Dulin,WR,17,1.0,215.0,6-1,Malone,5/15/1997,2,24.0,2.0
19,clt09,9,clt,Jacob Eason,QB,1,0.0,231.0,6-6,"Georgia,Washington",11/17/1997,Rook,24.0,0.0
20,clt04,4,clt,Sam Ehlinger,QB,3,0.0,225.0,6-3,Texas,9/30/1998,Rook,23.0,0.0
21,clt79,79,clt,Eric Fisher,OT,15,15.0,315.0,6-7,Central Michigan,1/5/1991,8,30.0,8.0
22,clt44,44,clt,Zaire Franklin,LB,17,11.0,235.0,6-0,Syracuse,7/2/1996,3,25.0,5.0
23,clt75,75,clt,Will Fries,OL,3,0.0,309.0,6-6,Penn St.,4/4/1998,Rook,23.0,0.0
24,clt59,59,clt,Jordan Glasgow,LB,12,0.0,226.0,6-1,Michigan,6/28/1996,1,25.0,1.0
25,clt64,64,clt,Mark Glowinski,OG,16,14.0,310.0,6-4,West Virginia,5/3/1992,6,29.0,6.0
26,clt83,83,clt,Kylen Granson,TE,17,0.0,242.0,6-2,"Rice,SMU",3/27/1998,Rook,23.0,1.0
27,clt12,12,clt,De'Michael Harris,WR,3,0.0,178.0,5-8,Southern Miss,7/12/1998,Rook,23.0,0.0
28,clt13,13,clt,T.Y. Hilton,WR,10,9.0,183.0,5-10,Florida International,11/14/1989,9,32.0,3.0
29,clt21,21,clt,Nyheim Hines,RB,17,4.0,196.0,5-9,North Carolina St.,11/12/1996,3,25.0,5.0
30,clt35,35,clt,Deon Jackson,RB,9,0.0,220.0,6-0,Duke,2/18/1999,Rook,22.0,0.0
31,clt43,43,clt,Malik Jefferson,OLB,1,0.0,241.0,6-2,Texas,11/15/1996,3,25.0,0.0
32,clt36,36,clt,Josh Jones,S,6,0.0,220.0,6-2,North Carolina St.,9/20/1994,4,27.0,0.0
33,clt78,78,clt,Ryan Kelly,C,14,14.0,307.0,6-4,Alabama,5/30/1993,5,28.0,8.0
34,clt33,33,clt,Thakarius Keyes,CB,4,0.0,202.0,6-1,Tulane,11/9/1997,1,24.0,0.0
35,clt53,53,clt,Darius Leonard,LB,16,16.0,230.0,6-2,South Carolina St.,7/27/1995,3,26.0,15.0
36,clt94,94,clt,Tyquan Lewis,DE,8,2.0,277.0,6-3,Ohio St.,1/30/1995,3,26.0,2.0
37,clt29,29,clt,Jordan Lucas,SS,1,0.0,190.0,6-1,Penn St.,8/2/1993,5,28.0,0.0
38,clt25,25,clt,Marlon Mack,RB,6,0.0,210.0,6-0,South Florida,3/7/1996,4,25.0,1.0
39,clt23,23,clt,Kenny Moore,CB,17,16.0,190.0,5-9,Valdosta St.,8/23/1995,4,26.0,10.0
40,clt55,55,clt,Skai Moore,OLB,1,1.0,225.0,6-2,South Carolina,1/8/1995,3,26.0,0.0
41,clt97,97,clt,Al-Quadin Muhammad,DE,17,17.0,250.0,6-4,Miami (FL),3/28/1995,4,26.0,7.0
42,clt48,48,clt,Kyle Nelson,TE,1,0.0,240.0,6-2,New Mexico St.,10/3/1986,9,35.0,0.0
43,clt56,56,clt,Quenton Nelson,OG,13,13.0,330.0,6-5,Notre Dame,3/19/1996,3,25.0,9.0
44,clt54,54,clt,Dayo Odeyingbo,DL,10,0.0,276.0,6-6,Vanderbilt,9/24/1999,Rook,22.0,1.0
45,clt30,30,clt,George Odum,S,17,7.0,202.0,6-1,Central Arkansas,11/3/1993,3,28.0,3.0
46,clt58,58,clt,Bobby Okereke,LB,17,17.0,235.0,6-1,Stanford,7/29/1996,2,25.0,7.0
47,clt14,14,clt,Zach Pascal,WR,16,13.0,214.0,6-2,Old Dominion,12/18/1994,3,27.0,4.0
48,clt10,10,clt,Dezmon Patmon,WR,8,0.0,220.0,6-4,Washington St.,8/6/1998,1,23.0,0.0
49,clt51,51,clt,Kwity Paye,DE,15,15.0,261.0,6-2,Michigan,11/19/1998,Rook,23.0,7.0
50,clt63,63,clt,Danny Pinter,OL,16,3.0,306.0,6-4,Ball St.,6/19/1996,1,25.0,2.0
51,clt11,11,clt,Michael Pittman Jr.,WR,17,17.0,223.0,6-4,USC,10/5/1997,1,24.0,12.0
52,clt69,69,clt,Matt Pryor,OT,17,5.0,332.0,6-7,TCU,12/16/1994,3,27.0,4.0
53,clt29,29,clt,Will Redmond,CB,3,0.0,186.0,5-11,Mississippi St.,12/28/1993,3,28.0,0.0
54,clt62,62,clt,Chris Reed,G,14,6.0,300.0,6-5,Minnesota St.,7/22/1992,5,29.0,3.0
55,clt46,46,clt,Luke Rhodes,LB,16,0.0,238.0,6-2,William & Mary,12/2/1992,5,29.0,0.0
56,clt27,27,clt,Xavier Rhodes,CB,13,13.0,218.0,6-1,Florida St.,6/19/1990,8,31.0,5.0
57,clt91,91,clt,Isaac Rochell,DE,12,0.0,280.0,6-3,Notre Dame,4/22/1995,4,26.0,1.0
58,clt34,34,clt,Isaiah Rodgers,CB,17,1.0,170.0,5-10,Massachusetts,1/7/1998,1,23.0,2.0
59,clt08,8,clt,Rigoberto Sanchez,P,17,0.0,195.0,6-0,Hawaii,9/8/1994,4,27.0,2.0
60,clt42,42,clt,Andrew Sendejo,DB,12,10.0,210.0,6-1,Rice,9/9/1987,11,34.0,4.0
61,clt72,72,clt,Braden Smith,OG,11,11.0,315.0,6-6,Auburn,3/25/1996,3,25.0,6.0
62,clt45,45,clt,E.J. Speed,LB,17,1.0,224.0,6-3,Tarleton St.,6/1/1995,2,26.0,1.0
63,clt95,95,clt,Taylor Stallworth,DT,16,1.0,305.0,6-2,South Carolina,8/18/1995,3,26.0,2.0
64,clt90,90,clt,Grover Stewart,DT,17,17.0,315.0,6-4,Albany State (GA),10/20/1993,4,28.0,7.0
65,clt17,17,clt,Mike Strachan,WR,6,0.0,224.0,6-5,Charleston (WV),8/13/1997,Rook,24.0,0.0
