,RosterID,No.,Acronym,Name,Position,GamesPlayed,GamesStarted,Weight,Height,College,BirthDate,Years,Age,AV
501,tam48GrantStuard,48,tam,Grant Stuard,LB,17.0,0.0,230.0,5-11,Houston,10/15/1998,0,23.0,1.0
502,tam03RyanSuccop,3,tam,Ryan Succop,K,17.0,0.0,218.0,6-2,South Carolina,9/19/1986,12,35.0,2.0
503,tam93NdamukongSuh,93,tam,Ndamukong Suh,DT,17.0,17.0,313.0,6-4,Nebraska,1/6/1987,11,34.0,8.0
504,tam46CarsonTinker,46,tam,Carson Tinker,LS,8.0,0.0,233.0,6-0,Alabama,11/15/1989,8,32.0,0.0
505,tam97ZachTriner,97,tam,Zach Triner,LS,9.0,0.0,245.0,6-3,Assumption,1/30/1991,3,30.0,1.0
506,tam09JoeTryon-Shoyinka,9,tam,Joe Tryon-Shoyinka,OLB,17.0,6.0,259.0,6-5,Washington,4/30/1999,0,22.0,4.0
507,tam21Ke'ShawnVaughn,21,tam,Ke'Shawn Vaughn,RB,12.0,1.0,214.0,5-10,"Illinois,Vanderbilt",5/4/1997,1,24.0,1.0
508,tam50VitaVea,50,tam,Vita Vea,DT,16.0,16.0,347.0,6-4,Washington,2/5/1995,3,26.0,11.0
509,tam17JustinWatson,17,tam,Justin Watson,WR,1.0,0.0,215.0,6-3,Pennsylvania,4/4/1996,3,25.0,0.0
510,tam72JoshWells,72,tam,Josh Wells,T,17.0,5.0,306.0,6-6,James Madison,2/14/1991,7,30.0,4.0
511,tam45DevinWhite,45,tam,Devin White,LB,17.0,17.0,237.0,6-0,LSU,2/17/1998,2,23.0,11.0
512,tam33JordanWhitehead,33,tam,Jordan Whitehead,SS,14.0,14.0,198.0,5-10,Pittsburgh,3/18/1997,3,24.0,5.0
513,tam31AntoineWinfield,31,tam,Antoine Winfield Jr.,S,13.0,13.0,203.0,5-9,Minnesota,8/16/1998,1,23.0,8.0
514,tam78TristanWirfs,78,tam,Tristan Wirfs,OL,17.0,17.0,320.0,6-5,Iowa,1/24/1999,1,22.0,17.0
515,tam36BlidiWreh-Wilson,36,tam,Blidi Wreh-Wilson,CB,1.0,0.0,190.0,6-1,Connecticut,12/5/1989,8,32.0,0.0
516,tam82DeonYelder,82,tam,Deon Yelder,TE,5.0,0.0,255.0,6-4,Western Kentucky,3/6/1995,3,26.0,0.0
517,crd23RobertAlford,23,crd,Robert Alford,CB,13.0,5.0,186.0,5-10,Southeastern Louisiana,10/31/1988,8,33.0,2.0
518,crd94ZachAllen,94,crd,Zach Allen,DL,15.0,14.0,281.0,6-4,Boston Col.,8/20/1997,2,24.0,7.0
519,crd03BuddaBaker,3,crd,Budda Baker,FS,17.0,17.0,195.0,5-10,Washington,1/10/1996,4,25.0,11.0
520,crd31ChrisBanjo,31,crd,Chris Banjo,S,16.0,0.0,207.0,5-10,SMU,2/26/1990,8,31.0,1.0
521,crd68KelvinBeachum,68,crd,Kelvin Beachum,T,15.0,15.0,308.0,6-3,SMU,6/8/1989,9,32.0,9.0
522,crd26EnoBenjamin,26,crd,Eno Benjamin,RB,9.0,0.0,207.0,5-9,Arizona St.,4/13/1999,0,22.0,1.0
523,crd21BreonBorders,21,crd,Breon Borders,CB,1.0,0.0,189.0,6-0,Duke,7/22/1995,4,26.0,0.0
524,crd46AaronBrewer,46,crd,Aaron Brewer,LS,14.0,0.0,232.0,6-5,San Diego St.,7/5/1990,9,31.0,1.0
525,crd43BeauBrinkley,43,crd,Beau Brinkley,"LS,TE",3.0,0.0,260.0,6-4,Missouri,1/25/1990,9,31.0,0.0
526,crd25ZavenCollins,25,crd,Zaven Collins,LB,17.0,6.0,260.0,6-4,Tulsa,5/19/1999,0,22.0,3.0
527,crd06JamesConner,6,crd,James Conner,RB,15.0,6.0,233.0,6-1,Pittsburgh,5/5/1995,4,26.0,7.0
528,crd81DarrellDaniels,81,crd,Darrell Daniels,TE,15.0,4.0,256.0,6-3,Washington,11/22/1994,4,27.0,0.0
529,crd52VictorDimukeje,52,crd,Victor Dimukeje,OLB,14.0,0.0,265.0,6-2,Duke,11/18/1999,0,22.0,1.0
530,crd91MichaelDogbe,91,crd,Michael Dogbe,DL,16.0,1.0,295.0,6-3,Temple,5/5/1996,2,25.0,2.0
531,crd83GregDortch,83,crd,Greg Dortch,WR,5.0,2.0,173.0,5-7,Wake Forest,5/29/1998,2,23.0,0.0
532,crd02ChaseEdmonds,2,crd,Chase Edmonds,RB,12.0,11.0,210.0,5-9,Fordham,4/13/1996,3,25.0,7.0
533,crd86ZachErtz,86,crd,Zach Ertz,TE,11.0,11.0,250.0,6-5,Stanford,11/10/1990,8,31.0,6.0
534,crd30TavienFeaster,30,crd,Tavien Feaster,RB,3.0,0.0,221.0,6-0,South Carolina,12/31/1997,0,24.0,0.0
535,crd49KylieFitts,49,crd,Kylie Fitts,DE,6.0,0.0,260.0,6-4,"UCLA,Utah",10/11/1994,3,27.0,0.0
536,crd95LekiFotu,95,crd,Leki Fotu,DL,17.0,3.0,330.0,6-5,Utah,8/23/1998,1,23.0,2.0
537,crd73MaxGarcia,73,crd,Max Garcia,C,15.0,11.0,309.0,6-4,Florida,11/9/1991,6,30.0,6.0
538,crd45DennisGardeck,45,crd,Dennis Gardeck,LB,14.0,3.0,232.0,6-0,Sioux Falls,8/9/1994,3,27.0,2.0
539,crd44MarkusGolden,44,crd,Markus Golden,OLB,16.0,5.0,260.0,6-3,Missouri,3/13/1991,6,30.0,4.0
540,crd18A.J.Green,18,crd,A.J. Green,WR,16.0,9.0,207.0,6-4,Georgia,7/31/1988,10,33.0,8.0
541,crd33AntonioHamilton,33,crd,Antonio Hamilton,CB,17.0,2.0,188.0,6-0,South Carolina St.,1/24/1993,5,28.0,2.0
542,crd64SeanHarlow,64,crd,Sean Harlow,OG,15.0,5.0,284.0,6-4,Oregon St.,3/28/1995,3,26.0,3.0
543,crd84DemetriusHarris,84,crd,Demetrius Harris,TE,14.0,4.0,230.0,6-7,Wisconsin–Milwaukee,7/29/1991,8,30.0,0.0
544,crd53MarcusHenry,53,crd,Marcus Henry,C,5.0,0.0,303.0,6-2,Boise St.,2/11/1993,1,28.0,0.0
545,crd58JordanHicks,58,crd,Jordan Hicks,OLB,17.0,17.0,236.0,6-1,Texas,6/27/1992,6,29.0,8.0
546,crd10DeAndreHopkins,10,crd,DeAndre Hopkins,WR,10.0,10.0,212.0,6-1,Clemson,6/6/1992,8,29.0,6.0
547,crd61RodneyHudson,61,crd,Rodney Hudson,C,12.0,12.0,315.0,6-2,Florida St.,7/12/1989,10,32.0,6.0
548,crd74D.J.Humphries,74,crd,D.J. Humphries,OT,16.0,16.0,307.0,6-5,Florida,12/28/1993,5,28.0,13.0
549,crd17AndyIsabella,17,crd,Andy Isabella,WR,8.0,0.0,188.0,5-9,Massachusetts,11/18/1996,2,25.0,0.0
550,crd63DannyIsidora,63,crd,Danny Isidora,OG,6.0,0.0,306.0,6-3,Miami (FL),6/5/1994,4,27.0,0.0
551,crd55ChandlerJones,55,crd,Chandler Jones,DE,15.0,15.0,265.0,6-5,Syracuse,2/27/1990,9,31.0,9.0
552,crd79JoshJones,79,crd,Josh Jones,OL,17.0,12.0,319.0,6-7,Houston,6/22/1997,1,24.0,8.0
553,crd42DevonKennard,42,crd,Devon Kennard,OLB,15.0,3.0,256.0,6-3,USC,6/24/1991,7,30.0,2.0
554,crd92ZachKerr,92,crd,Zach Kerr,NT,3.0,0.0,334.0,6-2,Delaware,8/29/1990,7,31.0,0.0
555,crd13ChristianKirk,13,crd,Christian Kirk,WR,17.0,11.0,200.0,5-11,Texas A&M,11/18/1996,3,25.0,10.0
556,crd90RashardLawrence,90,crd,Rashard Lawrence,DL,11.0,7.0,308.0,6-2,LSU,8/27/1998,1,23.0,3.0
557,crd93JonathanLedbetter,93,crd,Jonathan Ledbetter,DE,1.0,0.0,280.0,6-4,Georgia,9/12/1997,2,24.0,0.0
558,crd14AndyLee,14,crd,Andy Lee,P,16.0,0.0,185.0,6-1,Pittsburgh,8/11/1982,17,39.0,3.0
559,crd60KodaMartin,60,crd,Koda Martin,G,2.0,0.0,304.0,6-6,"Texas A&M,Syracuse",8/21/1995,0,26.0,0.0
560,crd96JoshMauro,96,crd,Josh Mauro,DE,5.0,1.0,290.0,6-6,Stanford,2/17/1991,7,30.0,1.0
561,crd12ColtMcCoy,12,crd,Colt McCoy,QB,8.0,3.0,212.0,6-1,Texas,9/5/1986,11,35.0,3.0
562,crd66JoshuaMiles,66,crd,Joshua Miles,OT,10.0,0.0,314.0,6-5,Morgan St.,1/4/1996,2,25.0,1.0
563,crd04RondaleMoore,4,crd,Rondale Moore,WR,14.0,7.0,180.0,5-7,Purdue,6/9/2000,0,21.0,5.0
564,crd07ByronMurphy,7,crd,Byron Murphy,CB,16.0,16.0,190.0,5-11,Washington,1/18/1998,2,23.0,7.0
565,crd71JustinMurray,71,crd,Justin Murray,T,3.0,1.0,315.0,6-5,Cincinnati,4/19/1993,3,28.0,1.0
566,crd01KylerMurray,1,crd,Kyler Murray,QB,14.0,14.0,207.0,5-10,"Texas A&M,Oklahoma",8/7/1997,2,24.0,16.0
567,crd98CoreyPeters,98,crd,Corey Peters,DT,14.0,11.0,335.0,6-3,Kentucky,6/8/1988,11,33.0,5.0
568,crd27KevinPeterson,27,crd,Kevin Peterson,CB,4.0,2.0,185.0,5-11,Oklahoma St.,3/22/1994,4,27.0,1.0
569,crd97JordanPhillips,97,crd,Jordan Phillips,DT,9.0,8.0,341.0,6-6,Oklahoma,9/21/1992,6,29.0,3.0
570,crd05MattPrater,5,crd,Matt Prater,K,17.0,0.0,201.0,5-10,Central Florida,8/10/1984,14,37.0,2.0
571,crd67JustinPugh,67,crd,Justin Pugh,OG,14.0,13.0,311.0,6-5,Syracuse,8/15/1990,8,31.0,7.0
572,crd09IsaiahSimmons,9,crd,Isaiah Simmons,LB,17.0,17.0,238.0,6-4,Clemson,7/26/1998,1,23.0,7.0
573,crd72EricSmith,72,crd,Eric Smith,OG,1.0,0.0,308.0,6-4,Virginia,9/2/1995,3,26.0,0.0
574,crd15ChrisStreveler,15,crd,Chris Streveler,QB,2.0,0.0,216.0,6-1,"Minnesota,South Dakota",1/6/1995,1,26.0,0.0
575,crd22DeionteThompson,22,crd,Deionte Thompson,S,17.0,0.0,195.0,6-1,Alabama,2/11/1997,2,24.0,1.0
576,crd34JalenThompson,34,crd,Jalen Thompson,FS,17.0,12.0,190.0,5-11,Washington St.,7/18/1998,2,23.0,5.0
577,crd43RossTravis,43,crd,Ross Travis,TE,3.0,0.0,248.0,6-6,Penn St.,1/9/1993,5,28.0,0.0
578,crd47ZekeTurner,47,crd,Zeke Turner,S,5.0,0.0,214.0,6-2,Washington,6/9/1996,3,25.0,0.0
579,crd51TannerVallejo,51,crd,Tanner Vallejo,ILB,10.0,2.0,230.0,6-1,Boise St.,12/16/1994,4,27.0,1.0
580,crd59JoeWalker,59,crd,Joe Walker,ILB,12.0,0.0,236.0,6-2,Oregon,12/11/1992,4,29.0,1.0
581,crd29JonathanWard,29,crd,Jonathan Ward,RB,13.0,0.0,202.0,6-0,Central Michigan,9/30/1997,1,24.0,1.0
582,crd28CharlesWashington,28,crd,Charles Washington,DB,7.0,0.0,192.0,5-10,Fresno St.,3/10/1993,4,28.0,0.0
583,crd99J.J.Watt,99,crd,J.J. Watt,DE,7.0,7.0,288.0,6-5,"Central Michigan,Wisconsin",3/22/1989,10,32.0,3.0
584,crd41DavidWells,41,crd,David Wells,TE,3.0,1.0,260.0,6-6,San Diego St.,5/2/1995,0,26.0,0.0
585,crd84AntoineWesley,84,crd,Antoine Wesley,WR,15.0,4.0,206.0,6-4,Texas Tech,10/22/1997,0,24.0,2.0
586,crd35TahirWhitehead,35,crd,Tahir Whitehead,OLB,3.0,0.0,241.0,6-2,Temple,4/2/1990,9,31.0,0.0
587,crd39JaceWhittaker,39,crd,Jace Whittaker,CB,2.0,0.0,185.0,5-11,Arizona,7/16/1995,1,26.0,0.0
588,crd38JamesWiggins,38,crd,James Wiggins,S,3.0,0.0,205.0,6-0,Cincinnati,4/26/1997,0,24.0,0.0
589,crd87MaxxWilliams,87,crd,Maxx Williams,TE,5.0,5.0,252.0,6-4,Minnesota,4/12/1994,6,27.0,2.0
590,crd20MarcoWilson,20,crd,Marco Wilson,CB,14.0,13.0,187.0,5-11,Florida,3/3/1999,0,22.0,5.0
591,crd16RyanWinslow,16,crd,Ryan Winslow,P,1.0,0.0,217.0,6-5,Pittsburgh,4/30/1994,2,27.0,0.0
592,crd65BrianWinters,65,crd,Brian Winters,OG,2.0,0.0,320.0,6-4,Kent St.,7/16/1991,8,30.0,0.0
593,sdg76OdayAboushi,76,sdg,Oday Aboushi,OT,5.0,5.0,308.0,6-5,Virginia,6/5/1991,8,30.0,2.0
594,sdg24NasirAdderley,24,sdg,Nasir Adderley,S,15.0,15.0,206.0,6-0,Delaware,5/31/1997,2,24.0,4.0
595,sdg13KeenanAllen,13,sdg,Keenan Allen,WR,16.0,16.0,211.0,6-2,California,4/27/1992,8,29.0,11.0
596,sdg82StephenAnderson,82,sdg,Stephen Anderson,TE,17.0,4.0,230.0,6-3,California,1/30/1993,5,28.0,2.0
597,sdg83MichaelBandy,83,sdg,Michael Bandy,WR,1.0,0.0,190.0,5-10,San Diego,12/5/1997,0,24.0,0.0
598,sdg90EricBanks,90,sdg,Eric Banks,DT,3.0,0.0,270.0,6-5,Texas-San Antonio,1/30/1998,0,23.0,0.0
599,sdg39EssangBassey,39,sdg,Essang Bassey,DB,1.0,0.0,190.0,5-10,Wake Forest,8/12/1998,1,23.0,0.0
600,sdg97JoeyBosa,97,sdg,Joey Bosa,DE,16.0,16.0,280.0,6-5,Ohio St.,7/11/1995,5,26.0,9.0
601,sdg34DariusBradwell,34,sdg,Darius Bradwell,RB,2.0,0.0,230.0,6-1,Tulane,5/15/1997,1,24.0,0.0
602,sdg90AndrewBrown,90,sdg,Andrew Brown,DE,2.0,0.0,290.0,6-3,Virginia,12/30/1995,3,26.0,0.0
603,sdg75BryanBulaga,75,sdg,Bryan Bulaga,T,1.0,1.0,314.0,6-5,Iowa,3/21/1989,11,32.0,1.0
604,sdg20TevaughnCampbell,20,sdg,Tevaughn Campbell,DB,16.0,7.0,200.0,6-0,Regina,6/14/1993,1,28.0,2.0
605,sdg50ColeChristiansen,50,sdg,Cole Christiansen,LB,3.0,0.0,225.0,6-2,Army,7/30/1997,1,24.0,0.0
606,sdg87JaredCook,87,sdg,Jared Cook,TE,16.0,10.0,246.0,6-5,South Carolina,4/7/1987,12,34.0,5.0
607,sdg03K.J.Costello,3,sdg,K.J. Costello,QB,1.0,0.0,225.0,6-5,"Stanford,Mississippi St.",6/7/1997,0,24.0,0.0
608,sdg95ChristianCovington,95,sdg,Christian Covington,DT,16.0,3.0,289.0,6-2,Rice,10/16/1993,6,28.0,2.0
609,sdg04ChaseDaniel,4,sdg,Chase Daniel,QB,1.0,0.0,218.0,6-0,Missouri,10/7/1986,12,35.0,0.0
610,sdg43MichaelDavis,43,sdg,Michael Davis,CB,14.0,14.0,196.0,6-2,BYU,1/6/1995,4,26.0,4.0
611,sdg46BenDeLuca,46,sdg,Ben DeLuca,DB,3.0,0.0,202.0,6-1,Charlotte,4/9/1998,0,23.0,0.0
612,sdg51EmekeEgbule,51,sdg,Emeke Egbule,LB,3.0,0.0,245.0,6-2,Houston,10/13/1996,2,25.0,0.0
613,sdg30AustinEkeler,30,sdg,Austin Ekeler,RB,16.0,16.0,200.0,5-10,Western St. (CO),5/17/1995,4,26.0,12.0
614,sdg52KylerFackrell,52,sdg,Kyler Fackrell,OLB,13.0,1.0,245.0,6-5,Utah St.,11/25/1991,5,30.0,1.0
615,sdg96BreidenFehoko,96,sdg,Breiden Fehoko,NT,8.0,1.0,295.0,6-2,LSU,10/15/1996,1,25.0,1.0
616,sdg71MattFeiler,71,sdg,Matt Feiler,T,16.0,16.0,330.0,6-6,Bloomsburg,7/7/1992,7,29.0,7.0
617,sdg80MauriceFfrench,80,sdg,Maurice Ffrench,WR,3.0,0.0,200.0,5-11,Pittsburgh,1/1/1998,0,23.0,0.0
618,sdg92JoeGaziano,92,sdg,Joe Gaziano,DE,14.0,1.0,280.0,6-4,Northwestern,9/27/1996,1,25.0,1.0
619,sdg32AlohiGilman,32,sdg,Alohi Gilman,S,11.0,3.0,201.0,5-10,"Navy,Notre Dame",9/17/1997,1,24.0,1.0
620,sdg15JalenGuyton,15,sdg,Jalen Guyton,WR,16.0,2.0,212.0,6-1,North Texas,6/7/1997,2,24.0,4.0
621,sdg37KemonHall,37,sdg,Kemon Hall,CB,16.0,0.0,190.0,5-11,North Texas,6/2/1997,0,24.0,1.0
622,sdg25ChrisHarris,25,sdg,Chris Harris Jr.,CB,14.0,11.0,199.0,5-10,Kansas,6/18/1989,10,32.0,3.0
623,sdg28DavontaeHarris,28,sdg,Davontae Harris,CB,5.0,1.0,200.0,5-11,Illinois St.,1/21/1995,3,26.0,0.0
624,sdg10JustinHerbert,10,sdg,Justin Herbert,QB,17.0,17.0,237.0,6-6,Oregon,3/10/1998,1,23.0,18.0
625,sdg84K.J.Hill,84,sdg,K.J. Hill,WR,6.0,0.0,196.0,6-0,Ohio St.,9/15/1997,1,24.0,0.0
626,sdg06DustinHopkins,6,sdg,Dustin Hopkins,K,11.0,0.0,205.0,6-2,Florida St.,10/1/1990,8,31.0,3.0
627,sdg22JustinJackson,22,sdg,Justin Jackson,RB,14.0,2.0,200.0,6-0,Northwestern,4/22/1996,3,25.0,4.0
628,sdg64BrendenJaimes,64,sdg,Brenden Jaimes,OL,11.0,0.0,298.0,6-5,Nebraska,5/28/1999,0,22.0,1.0
629,sdg03DerwinJames,3,sdg,Derwin James,SS,15.0,15.0,215.0,6-2,Florida St.,8/3/1996,3,25.0,5.0
630,sdg93JustinJones,93,sdg,Justin Jones,DT,11.0,11.0,309.0,6-3,North Carolina St.,8/28/1996,3,25.0,5.0
631,sdg98LinvalJoseph,98,sdg,Linval Joseph,DT,14.0,12.0,329.0,6-4,East Carolina,10/10/1988,11,33.0,4.0
632,sdg47HunterKampmoyer,47,sdg,Hunter Kampmoyer,TE,1.0,0.0,245.0,6-4,Oregon,2/6/1998,0,23.0,0.0
633,sdg68SenioKelemete,68,sdg,Senio Kelemete,T,9.0,2.0,301.0,6-3,Washington,5/10/1990,9,31.0,2.0
634,sdg27JoshuaKelley,27,sdg,Joshua Kelley,RB,10.0,0.0,212.0,5-11,"UC Davis,UCLA",11/20/1997,1,24.0,1.0
635,sdg63CoreyLinsley,63,sdg,Corey Linsley,C,16.0,16.0,301.0,6-3,Ohio St.,7/27/1991,7,30.0,12.0
636,sdg01TyLong,1,sdg,Ty Long,P,17.0,0.0,205.0,6-2,Ala-Birmingham,4/6/1993,2,28.0,1.0
637,sdg36TreyMarshall,36,sdg,Trey Marshall,S,14.0,1.0,207.0,6-0,Florida St.,2/13/1996,3,25.0,1.0
638,sdg88Tre'McKitty,88,sdg,Tre' McKitty,TE,11.0,4.0,246.0,6-4,Georgia,1/12/1999,0,22.0,0.0
639,sdg91ForrestMerrill,91,sdg,Forrest Merrill,DL,4.0,0.0,338.0,6-1,Arkansas St.,8/15/1996,0,25.0,0.0
640,sdg11JasonMoore,11,sdg,Jason Moore,WR,2.0,1.0,215.0,6-3,Findlay,6/23/1995,2,26.0,1.0
641,sdg09KennethMurray,9,sdg,Kenneth Murray,LB,11.0,6.0,241.0,6-2,Oklahoma,11/16/1998,1,23.0,2.0
642,sdg40GabeNabers,40,sdg,Gabe Nabers,RB,10.0,1.0,235.0,6-3,Florida St.,11/5/1997,1,24.0,0.0
643,sdg31NickNiemann,31,sdg,Nick Niemann,LB,17.0,0.0,244.0,6-3,Iowa,12/2/1997,0,24.0,1.0
644,sdg74StormNorton,74,sdg,Storm Norton,OT,17.0,15.0,317.0,6-7,Toledo,5/16/1994,3,27.0,8.0
645,sdg42UchennaNwosu,42,sdg,Uchenna Nwosu,OLB,17.0,15.0,251.0,6-2,USC,12/28/1996,3,25.0,6.0
646,sdg57AmenOgbongbemiga,57,sdg,Amen Ogbongbemiga,LB,15.0,2.0,231.0,6-0,Oklahoma St.,9/4/1998,0,23.0,2.0
647,sdg54MattOverton,54,sdg,Matt Overton,LS,17.0,0.0,254.0,6-1,Western Washington,7/6/1985,9,36.0,1.0
648,sdg05JoshPalmer,5,sdg,Josh Palmer,WR,17.0,5.0,210.0,6-1,Tennessee,9/22/1998,0,23.0,3.0
649,sdg89DonaldParham,89,sdg,Donald Parham,TE,14.0,9.0,237.0,6-8,Stetson,8/16/1997,1,24.0,2.0
650,sdg79TreyPipkins,79,sdg,Trey Pipkins,OT,12.0,2.0,307.0,6-6,Sioux Falls,9/5/1996,2,25.0,2.0
651,sdg61ScottQuessenberry,61,sdg,Scott Quessenberry,C,16.0,1.0,310.0,6-3,UCLA,3/23/1995,3,26.0,2.0
652,sdg07AndreRoberts,7,sdg,Andre Roberts,WR,10.0,0.0,195.0,5-11,The Citadel,1/9/1988,11,33.0,1.0
653,sdg35LarryRountree,35,sdg,Larry Rountree,RB,12.0,0.0,211.0,5-10,Missouri,2/13/1999,0,22.0,1.0
654,sdg94ChrisRumph,94,sdg,Chris Rumph,OLB,16.0,0.0,244.0,6-2,Duke,10/19/1998,0,23.0,1.0
655,sdg26AsanteSamuel,26,sdg,Asante Samuel Jr.,CB,12.0,12.0,180.0,5-10,Florida St.,10/3/1999,0,22.0,3.0
656,sdg72MichaelSchofield,72,sdg,Michael Schofield,OT,15.0,12.0,301.0,6-6,Michigan,11/15/1990,7,31.0,7.0
657,sdg70RashawnSlater,70,sdg,Rashawn Slater,T,16.0,16.0,315.0,6-3,Northwestern,3/26/1999,0,22.0,14.0
658,sdg23RyanSmith,23,sdg,Ryan Smith,CB,4.0,1.0,190.0,5-11,North Carolina Central,9/7/1993,5,28.0,0.0
659,sdg38KiondreThomas,38,sdg,Kiondre Thomas,CB,4.0,0.0,186.0,6-0,Kansas St.,2/7/1998,0,23.0,0.0
660,sdg99JerryTillery,99,sdg,Jerry Tillery,DL,16.0,15.0,295.0,6-6,Notre Dame,10/8/1996,2,25.0,6.0
661,sdg49DrueTranquill,49,sdg,Drue Tranquill,LB,14.0,7.0,234.0,6-2,Notre Dame,8/15/1995,2,26.0,3.0
662,sdg16TristanVizcaino,16,sdg,Tristan Vizcaino,K,6.0,0.0,205.0,6-2,Washington,7/31/1996,1,25.0,0.0
663,sdg29MarkWebb,29,sdg,Mark Webb,S,7.0,0.0,207.0,6-1,Georgia,9/10/1998,0,23.0,0.0
664,sdg44KyzirWhite,44,sdg,Kyzir White,S,17.0,17.0,216.0,6-2,West Virginia,3/24/1996,3,25.0,7.0
665,sdg81MikeWilliams,81,sdg,Mike Williams,WR,16.0,14.0,218.0,6-4,Clemson,10/4/1994,4,27.0,11.0
666,kan73NickAllegretti,73,kan,Nick Allegretti,G,17.0,0.0,315.0,6-4,Illinois,4/21/1996,2,25.0,1.0
667,kan39ZayneAnderson,39,kan,Zayne Anderson,DB,4.0,0.0,205.0,6-2,BYU,1/3/1997,0,24.0,0.0
668,kan30DeandreBaker,30,kan,Deandre Baker,CB,8.0,1.0,186.0,5-11,Georgia,9/4/1997,2,24.0,1.0
669,kan81BlakeBell,81,kan,Blake Bell,TE,16.0,5.0,260.0,6-6,Oklahoma,8/7/1991,6,30.0,1.0
670,kan66AustinBlythe,66,kan,Austin Blythe,C,4.0,0.0,280.0,6-2,Iowa,6/16/1992,5,29.0,0.0
671,kan54NickBolton,54,kan,Nick Bolton,LB,16.0,12.0,237.0,6-0,Missouri,3/10/2000,0,21.0,6.0
672,kan02DicaprioBootle,2,kan,Dicaprio Bootle,CB,3.0,0.0,195.0,5-10,Nebraska,9/17/1997,0,24.0,0.0
673,kan79CortezBroughton,79,kan,Cortez Broughton,DL,1.0,0.0,293.0,6-2,Cincinnati,9/2/1996,2,25.0,0.0
674,kan57OrlandoBrown,57,kan,Orlando Brown Jr.,OT,16.0,16.0,363.0,6-8,Oklahoma,5/2/1996,3,25.0,13.0
675,kan45MichaelBurton,45,kan,Michael Burton,FB,16.0,0.0,243.0,6-0,Rutgers,2/1/1992,6,29.0,0.0
676,kan07HarrisonButker,7,kan,Harrison Butker,K,16.0,0.0,196.0,6-4,Georgia Tech,7/14/1995,4,26.0,4.0
677,kan55FrankClark,55,kan,Frank Clark,DE,14.0,14.0,261.0,6-3,Michigan,6/14/1993,6,28.0,9.0
678,kan51MichaelDanna,51,kan,Michael Danna,DE,17.0,6.0,255.0,6-2,"Central Michigan,Michigan",12/4/1997,1,24.0,3.0
679,kan60AustinEdwards,60,kan,Austin Edwards,DE,2.0,0.0,280.0,6-5,Ferris St.,8/27/1997,1,24.0,0.0
680,kan25ClydeEdwards-Helaire,25,kan,Clyde Edwards-Helaire,RB,10.0,10.0,209.0,5-8,LSU,4/11/1999,1,22.0,5.0
681,kan27RashadFenton,27,kan,Rashad Fenton,CB,14.0,8.0,188.0,5-11,South Carolina,2/17/1997,2,24.0,3.0
682,kan88JoeFortson,88,kan,Joe Fortson,WR,6.0,0.0,230.0,6-6,Valdosta St.,12/7/1995,0,26.0,0.0
683,kan82DauriceFountain,82,kan,Daurice Fountain,WR,2.0,0.0,210.0,6-2,Northern Iowa,12/22/1995,3,26.0,0.0
684,kan50WillieGay,50,kan,Willie Gay Jr.,LB,12.0,11.0,235.0,6-2,Mississippi St.,2/15/1998,1,23.0,5.0
685,kan19JoshGordon,19,kan,Josh Gordon,WR,12.0,7.0,225.0,6-3,"Utah,Baylor",4/13/1991,9,30.0,0.0
686,kan40DerrickGore,40,kan,Derrick Gore,RB,11.0,0.0,212.0,5-10,"Alabama,La-Monroe",12/13/1994,0,27.0,3.0
687,kan83NoahGray,83,kan,Noah Gray,TE,16.0,1.0,240.0,6-4,Duke,4/30/1999,0,22.0,0.0
688,kan48NakiaGriffin-Stewart,48,kan,Nakia Griffin-Stewart,TE,2.0,0.0,260.0,6-5,Pittsburgh,11/12/1996,0,25.0,0.0
689,kan17MecoleHardman,17,kan,Mecole Hardman,WR,17.0,8.0,187.0,5-10,Georgia,3/12/1998,2,23.0,7.0
690,kan47DariusHarris,47,kan,Darius Harris,LB,7.0,0.0,238.0,6-2,Middle Tenn. St.,1/17/1996,1,25.0,0.0
691,kan96DemoneHarris,96,kan,Demone Harris,DE,2.0,0.0,272.0,6-4,Buffalo,12/30/1995,3,26.0,0.0
692,kan04ChadHenne,4,kan,Chad Henne,QB,4.0,0.0,215.0,6-3,Michigan,7/2/1985,13,36.0,0.0
693,kan10TyreekHill,10,kan,Tyreek Hill,WR,17.0,16.0,185.0,5-10,West Alabama,3/1/1994,5,27.0,12.0
694,kan53AnthonyHitchens,53,kan,Anthony Hitchens,OLB,15.0,15.0,231.0,6-0,Iowa,6/10/1992,7,29.0,6.0
695,kan21MikeHughes,21,kan,Mike Hughes,CB,17.0,5.0,186.0,5-10,"North Carolina,Central Florida",2/11/1997,3,24.0,3.0
696,kan52CreedHumphrey,52,kan,Creed Humphrey,OL,17.0,17.0,309.0,6-5,Oklahoma,6/28/1999,0,22.0,9.0
697,kan24MelvinIngram,24,kan,Melvin Ingram,DE,9.0,6.0,247.0,6-2,South Carolina,4/26/1989,9,32.0,3.0
698,kan20JoshJackson,20,kan,Josh Jackson,CB,2.0,0.0,196.0,6-0,Iowa,4/3/1996,3,25.0,0.0
699,kan95ChrisJones,95,kan,Chris Jones,DT,14.0,14.0,298.0,6-6,Mississippi St.,7/3/1994,5,27.0,12.0
700,kan59JoshuaKaindoh,59,kan,Joshua Kaindoh,DE,3.0,0.0,262.0,6-5,Florida St.,12/27/1998,0,23.0,0.0
